2012-09-04 01:00:21, 287069, 3.27, 17
2012-09-04 01:01:21, 286339, 3.27, 17
2012-09-04 01:02:21, 284472, 3.27, 17
2012-09-04 01:03:21, 284192, 3.27, 17
2012-09-04 01:04:21, 284492, 3.27, 17
2012-09-04 01:05:21, 283161, 3.27, 17
2012-09-04 01:06:21, 282626, 3.27, 17
2012-09-04 01:07:21, 284509, 3.27, 17
2012-09-04 01:08:21, 283197, 3.27, 17
2012-09-04 01:09:21, 282747, 3.27, 17
2012-09-04 01:10:21, 283088, 3.27, 17
2012-09-04 01:11:21, 282344, 3.27, 17
2012-09-04 01:12:21, 282059, 3.27, 17
2012-09-04 01:13:21, 282307, 3.27, 17
2012-09-04 01:14:21, 282291, 3.27, 17
2012-09-04 01:15:21, 282779, 3.27, 17
2012-09-04 01:16:21, 282601, 3.27, 17
2012-09-04 01:17:21, 282505, 3.27, 17
2012-09-04 01:18:21, 282174, 3.27, 17
2012-09-04 01:19:21, 281762, 3.27, 17
2012-09-04 01:20:21, 281122, 3.26, 17
2012-09-04 01:21:21, 280699, 3.27, 17
2012-09-04 01:22:21, 281108, 3.27, 17
2012-09-04 01:23:21, 281058, 3.27, 17
2012-09-04 01:24:21, 281242, 3.27, 17
2012-09-04 01:25:21, 280110, 3.27, 17
2012-09-04 01:26:21, 280280, 3.26, 17
2012-09-04 01:27:21, 279683, 3.27, 17
2012-09-04 01:28:21, 279863, 3.27, 17
2012-09-04 01:29:21, 279335, 3.26, 17
2012-09-04 01:30:21, 280241, 3.26, 17
2012-09-04 01:31:21, 280774, 3.27, 17
2012-09-04 01:32:21, 279043, 3.27, 17
2012-09-04 01:33:21, 278837, 3.27, 17
2012-09-04 01:34:21, 279118, 3.27, 17
2012-09-04 01:35:21, 277395, 3.27, 17
2012-09-04 01:36:21, 276848, 3.27, 17
2012-09-04 01:37:21, 276384, 3.26, 17
2012-09-04 01:38:21, 276540, 3.27, 17
2012-09-04 01:39:21, 275407, 3.27, 17
2012-09-04 01:40:21, 275792, 3.26, 17
2012-09-04 01:41:21, 275865, 3.27, 17
2012-09-04 01:42:21, 276462, 3.26, 17
2012-09-04 01:43:21, 275732, 3.27, 17
2012-09-04 01:44:21, 275736, 3.26, 17
2012-09-04 01:45:21, 276267, 3.27, 17
2012-09-04 01:46:21, 276180, 3.27, 17
2012-09-04 01:47:21, 275866, 3.27, 17
2012-09-04 01:48:21, 275864, 3.27, 17
2012-09-04 01:49:21, 274326, 3.27, 17
2012-09-04 01:50:21, 275997, 3.27, 16
2012-09-04 01:51:21, 275332, 3.27, 16
2012-09-04 01:52:21, 274702, 3.26, 17
2012-09-04 01:53:21, 274820, 3.27, 17
2012-09-04 01:54:21, 274349, 3.27, 17
2012-09-04 01:55:21, 273040, 3.27, 17
2012-09-04 01:56:21, 273593, 3.27, 16
2012-09-04 01:57:21, 272861, 3.27, 17
2012-09-04 01:58:21, 272251, 3.26, 17
2012-09-04 01:59:21, 272568, 3.27, 17
2012-09-04 02:00:21, 271863, 3.27, 16
2012-09-04 02:01:21, 270836, 3.27, 16
2012-09-04 02:02:21, 269787, 3.27, 16
2012-09-04 02:03:21, 269659, 3.26, 16
2012-09-04 02:04:21, 269567, 3.27, 16
2012-09-04 02:05:21, 269366, 3.27, 16
2012-09-04 02:06:21, 269724, 3.26, 16
2012-09-04 02:07:21, 270035, 3.27, 16
2012-09-04 02:08:21, 270367, 3.27, 16
2012-09-04 02:09:21, 269155, 3.26, 16
2012-09-04 02:10:21, 269856, 3.27, 16
2012-09-04 02:11:21, 271888, 3.26, 16
2012-09-04 02:12:21, 271648, 3.27, 16
2012-09-04 02:13:21, 271589, 3.26, 16
2012-09-04 02:14:21, 270534, 3.27, 16
2012-09-04 02:15:21, 271389, 3.26, 16
2012-09-04 02:16:21, 270885, 3.27, 16
2012-09-04 02:17:21, 270049, 3.27, 16
2012-09-04 02:18:22, 270473, 3.27, 16
2012-09-04 02:19:22, 270570, 3.26, 16
2012-09-04 02:20:22, 270404, 3.27, 16
2012-09-04 02:21:22, 270584, 3.27, 16
2012-09-04 02:22:22, 270586, 3.27, 16
2012-09-04 02:23:22, 270961, 3.27, 16
2012-09-04 02:24:22, 271496, 3.26, 17
2012-09-04 02:25:22, 271351, 3.26, 16
2012-09-04 02:26:22, 270499, 3.26, 16
2012-09-04 02:27:22, 270809, 3.26, 16
2012-09-04 02:28:22, 270385, 3.27, 16
2012-09-04 02:29:22, 270567, 3.27, 16
2012-09-04 02:30:22, 271000, 3.27, 17
2012-09-04 02:31:22, 270564, 3.27, 17
2012-09-04 02:32:22, 270758, 3.26, 16
2012-09-04 02:33:22, 269079, 3.26, 16
2012-09-04 02:34:22, 268279, 3.27, 16
2012-09-04 02:35:22, 268229, 3.27, 16
2012-09-04 02:36:22, 268117, 3.27, 16
2012-09-04 02:37:22, 268024, 3.27, 16
2012-09-04 02:38:22, 268430, 3.27, 16
2012-09-04 02:39:22, 267420, 3.27, 16
2012-09-04 02:40:22, 267077, 3.27, 16
2012-09-04 02:41:22, 267989, 3.27, 16
2012-09-04 02:42:22, 267761, 3.26, 16
2012-09-04 02:43:22, 267801, 3.27, 15
2012-09-04 02:44:22, 268997, 3.26, 16
2012-09-04 02:45:22, 269527, 3.27, 16
2012-09-04 02:46:22, 269656, 3.27, 16
2012-09-04 02:47:22, 268084, 3.26, 16
2012-09-04 02:48:22, 268816, 3.27, 16
2012-09-04 02:49:22, 268575, 3.27, 16
2012-09-04 02:50:22, 268336, 3.27, 16
2012-09-04 02:51:22, 268024, 3.27, 16
2012-09-04 02:52:22, 267374, 3.26, 16
2012-09-04 02:53:22, 267290, 3.27, 16
2012-09-04 02:54:22, 267108, 3.27, 16
2012-09-04 02:55:22, 266475, 3.26, 16
2012-09-04 02:56:22, 266569, 3.27, 16
2012-09-04 02:57:22, 265814, 3.26, 16
2012-09-04 02:58:22, 267203, 3.27, 16
2012-09-04 02:59:22, 266886, 3.27, 15
2012-09-04 03:00:22, 265761, 3.26, 15
2012-09-04 03:01:22, 265502, 3.27, 15
2012-09-04 03:02:22, 265756, 3.27, 15
2012-09-04 03:03:22, 266414, 3.27, 15
2012-09-04 03:04:22, 265477, 3.26, 15
2012-09-04 03:05:22, 264844, 3.27, 15
2012-09-04 03:06:22, 265554, 3.26, 15
2012-09-04 03:07:22, 265922, 3.26, 15
2012-09-04 03:08:22, 265813, 3.27, 15
2012-09-04 03:09:22, 266007, 3.27, 15
2012-09-04 03:10:22, 266549, 3.26, 15
2012-09-04 03:11:22, 266803, 3.26, 15
2012-09-04 03:12:22, 266178, 3.26, 15
2012-09-04 03:13:22, 266207, 3.26, 15
2012-09-04 03:14:22, 266711, 3.27, 15
2012-09-04 03:15:22, 265793, 3.27, 15
2012-09-04 03:16:22, 265941, 3.26, 15
2012-09-04 03:17:22, 265644, 3.27, 15
2012-09-04 03:18:22, 265336, 3.27, 15
2012-09-04 03:19:22, 264744, 3.27, 15
2012-09-04 03:20:22, 265275, 3.27, 15
2012-09-04 03:21:22, 266110, 3.26, 15
2012-09-04 03:22:22, 265047, 3.27, 15
2012-09-04 03:23:22, 264563, 3.27, 15
2012-09-04 03:24:22, 265663, 3.27, 15
2012-09-04 03:25:22, 265906, 3.26, 15
2012-09-04 03:26:22, 266133, 3.27, 14
2012-09-04 03:27:22, 265614, 3.27, 15
2012-09-04 03:28:22, 265621, 3.26, 15
2012-09-04 03:29:22, 264856, 3.26, 14
