2012-09-03 01:03:17, 146417, 3.27, 26
2012-09-03 01:04:17, 242368, 3.27, 25
2012-09-03 01:05:17, 240527, 3.27, 24
2012-09-03 01:06:17, 237527, 3.27, 24
2012-09-03 01:07:17, 235538, 3.27, 23
2012-09-03 01:08:17, 233675, 3.27, 22
2012-09-03 01:09:17, 232099, 3.27, 21
2012-09-03 01:10:17, 231005, 3.27, 21
2012-09-03 01:11:17, 229888, 3.27, 21
2012-09-03 01:12:17, 229438, 3.27, 21
2012-09-03 01:13:17, 228610, 3.27, 21
2012-09-03 01:14:17, 227973, 3.27, 20
2012-09-03 01:15:17, 227532, 3.27, 20
2012-09-03 01:16:17, 227049, 3.27, 20
2012-09-03 01:17:17, 226252, 3.27, 20
2012-09-03 01:18:17, 225795, 3.27, 19
2012-09-03 01:19:17, 225686, 3.27, 19
2012-09-03 01:20:17, 224942, 3.27, 19
2012-09-03 01:21:17, 224913, 3.27, 19
2012-09-03 01:22:17, 223990, 3.27, 19
2012-09-03 01:23:17, 223550, 3.27, 19
2012-09-03 01:24:17, 223331, 3.27, 19
2012-09-03 01:25:17, 223110, 3.27, 19
2012-09-03 01:26:17, 222196, 3.27, 19
2012-09-03 01:27:17, 221281, 3.27, 19
2012-09-03 01:28:17, 221557, 3.27, 19
2012-09-03 01:29:17, 221411, 3.27, 19
2012-09-03 01:30:17, 221088, 3.27, 19
2012-09-03 01:31:17, 220755, 3.27, 19
2012-09-03 01:32:17, 220234, 3.27, 19
2012-09-03 01:33:17, 220425, 3.27, 18
2012-09-03 01:34:17, 220143, 3.27, 18
2012-09-03 01:35:17, 221186, 3.26, 18
2012-09-03 01:36:17, 220390, 3.27, 18
2012-09-03 01:37:17, 219338, 3.27, 18
2012-09-03 01:38:17, 218911, 3.27, 18
2012-09-03 01:39:17, 218383, 3.26, 18
2012-09-03 01:40:17, 218089, 3.27, 18
2012-09-03 01:41:17, 218941, 3.27, 18
2012-09-03 01:42:17, 218109, 3.27, 18
2012-09-03 01:43:17, 218380, 3.27, 18
2012-09-03 01:44:17, 218150, 3.27, 17
2012-09-03 01:45:17, 218480, 3.26, 18
2012-09-03 01:46:17, 218014, 3.27, 18
2012-09-03 01:47:17, 217855, 3.27, 18
2012-09-03 01:48:17, 217951, 3.26, 17
2012-09-03 01:49:17, 218950, 3.27, 18
2012-09-03 01:50:17, 219512, 3.27, 18
2012-09-03 01:51:17, 219578, 3.27, 17
2012-09-03 01:52:17, 217828, 3.26, 18
2012-09-03 01:53:17, 219664, 3.27, 17
2012-09-03 01:54:17, 219444, 3.26, 17
2012-09-03 01:55:17, 218256, 3.27, 18
2012-09-03 01:56:17, 218732, 3.27, 17
2012-09-03 01:57:17, 218472, 3.27, 18
2012-09-03 01:58:17, 218578, 3.27, 18
2012-09-03 01:59:17, 218463, 3.27, 17
2012-09-03 02:00:17, 217372, 3.27, 18
2012-09-03 02:01:17, 216627, 3.27, 17
